site id,name,site status,approval date,approval type,site capacity,temporary_capacity,capacity_unit_type,placement,water_type,site_details,county,municipality_id,municipality,production_area_code,latitude,longitude,symbol,species,company,site_url,external_site_url,permits,purpose,production_method
15462,SARNES,KLARERT,05/05/2002 22:00,PERMANENT,4000,4000,TN,SJØ,Marine,15462 SARNES,FINNMARK,5620,NORDKAPP,12,70.98,25.747833,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNMARK FYLKESKOMMUNE, GRIEG SEAFOOD FINNMARK AS, GRIEG SEAFOOD NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/15462,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/15462,"F-H-0017, F-H-0033, F-NK-0023, F-NK-0022, F-NK-0044, F-A-0038, F-H-0003, F-A-0005, F-A-0009, TF-LA-0002, F-NK-0019, F-L-0022, F-L-0034, F-L-0033, F-H-0019, F-NK-0043, F-A-0060, F-H-0032, F-L-0026, F-H-0018, F-NK-0042, F-L-0025, F-NK-0024, F-KD-0001, F-H-0023, F-HV-0006, F-NK-0020, F-H-0009, F-A-0032","KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
10652,VEDBOTN,KLARERT,24/08/2017 22:00,PERMANENT,3600,3600,TN,SJØ,Marine,10652 VEDBOTN,FINNMARK,5620,NORDKAPP,12,70.7514,25.636983,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNMARK FYLKESKOMMUNE, GRIEG SEAFOOD NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/10652,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10652,"F-H-0017, F-H-0033, F-NK-0023, F-NK-0022, F-H-0003, F-NK-0019, F-L-0022, F-L-0033, F-H-0019, F-NK-0043, F-H-0032, F-L-0026, F-H-0018, F-L-0025, F-NK-0024, F-KD-0001, F-H-0023, F-HV-0006, F-NK-0020, F-H-0009","KOMMERSIELL, UNDERVISNING",Matfisk
38857,VANNFJORDEN,KLARERT,15/10/2018 22:00,PERMANENT,5670,5670,TN,SJØ,Marine,38857 VANNFJORDEN,FINNMARK,5620,NORDKAPP,12,71.0171,25.390833,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNMARK FYLKESKOMMUNE, GRIEG SEAFOOD NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/38857,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38857,"F-H-0017, F-H-0033, F-NK-0023, F-NK-0022, F-A-0038, F-H-0003, F-A-0005, F-A-0009, TF-LA-0002, F-NK-0019, F-L-0022, F-L-0034, F-L-0033, F-H-0019, F-NK-0043, F-A-0060, F-H-0032, F-L-0026, F-H-0018, F-NK-0042, F-L-0025, F-NK-0024, F-KD-0001, F-H-0023, F-HV-0006, F-NK-0020, F-H-0009, F-A-0032","KOMMERSIELL, UNDERVISNING",Matfisk
35917,HALSEN,KLARERT,03/03/2016 23:00,PERMANENT,10,10,TN,LAND,Marine,35917 HALSEN,FINNMARK,5601,ALTA,,70.032183,22.970617,Alger,"Havsalat, Rognkjeks","FINNMARK RENSEFISK AS, PROTEOS ARCTIC AS",https://sikker.fiskeridir.no/aquareg/web/sites/35917,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/35917,"F-A-0071, F-A-0063, F-A-0062",KOMMERSIELL,"Alger til konsum, Settefisk, Stamfisk"
14855,ROPELV,KLARERT,14/03/2002 23:00,PERMANENT,0,0,STK,LAND,Freshwater,14855 ROPELV,FINNMARK,5605,SØR-VARANGER,,69.780033,30.190504,"Matfisk laks, ørret, regnbueørret","Laks, Røye",FINNMARKSRØYA AS,https://sikker.fiskeridir.no/aquareg/web/sites/14855,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/14855,"F-SV-0029, F-SV-0012",KOMMERSIELL,"Matfisk, Settefisk"
10110,DJUPEVIK,KLARERT,10/06/1993 22:00,PERMANENT,5460,5460,TN,SJØ,Marine,10110 DJUPEVIK,ROGALAND,1103,STAVANGER,2,59.1474,5.863783,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/10110,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10110,"R-V-0011, R-HM-0001, R-F-0030, R-F-0003, R-F-0005, R-F-0001",KOMMERSIELL,Matfisk
11913,KJEAHOLA,KLARERT,21/08/2000 22:00,PERMANENT,7020,7020,TN,SJØ,Marine,11913 KJEAHOLA,ROGALAND,1103,STAVANGER,2,59.2933,6.0729,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11913,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11913,"R-F-0003, R-HM-0003, R-TV-0004, R-F-0001, R-HM-0002, R-HM-0008, R-ST-0001, R-F-0030, R-HM-0001, R-F-0005, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
11920,HERØY,KLARERT,06/06/2001 22:00,PERMANENT,3600,3600,TN,SJØ,Marine,11920 HERØY,ROGALAND,1160,VINDAFJORD,2,59.46635,6.0258,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11920,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11920,"R-F-0003, R-V-0011, R-HM-0003, R-TV-0004, R-F-0001, R-HM-0002, R-HM-0008, R-ST-0001, R-F-0030, R-HM-0001, R-F-0005, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
11928,LANGAVIKA,KLARERT,09/07/1998 22:00,PERMANENT,6720,6720,TN,SJØ,Marine,11928 LANGAVIKA,ROGALAND,1103,STAVANGER,2,59.230767,6.004483,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11928,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11928,"R-F-0003, R-V-0011, R-HM-0003, R-TV-0004, R-F-0001, R-HM-0002, R-HM-0008, R-ST-0001, R-F-0030, R-HM-0001, R-F-0005, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
11964,RINGJA,KLARERT,16/04/1998 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,11964 RINGJA,ROGALAND,1146,TYSVÆR,2,59.40665,5.86395,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11964,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11964,"R-TV-0004, R-HM-0008, R-F-0001, R-F-0030, R-HM-0001, R-TV-0002",KOMMERSIELL,Matfisk
12966,LINDVIK,KLARERT,22/08/2000 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,12966 LINDVIK,ROGALAND,1160,VINDAFJORD,2,59.474067,5.976433,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/12966,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12966,"R-V-0011, R-HM-0003, R-HM-0002, R-F-0001, R-F-0030, R-HM-0001, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
18235,BASTLI,KLARERT,14/01/2003 23:00,PERMANENT,3600,3600,TN,SJØ,Marine,18235 BASTLI,ROGALAND,1133,HJELMELAND,2,59.2694,6.193083,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/18235,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18235,"R-F-0003, R-HM-0003, R-HM-0002, R-F-0001, R-HM-0008, R-F-0030, R-V-0004",KOMMERSIELL,Matfisk
18639,HALSAVIKA,KLARERT,02/03/2003 23:00,PERMANENT,3600,3600,TN,SJØ,Marine,18639 HALSAVIKA,ROGALAND,1146,TYSVÆR,2,59.392317,5.883333,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/18639,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18639,"R-V-0011, R-TV-0004, R-F-0001, R-F-0030, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
26955,HETTANESET,KLARERT,17/09/2006 22:00,PERMANENT,1560,1560,TN,SJØ,Marine,26955 HETTANESET,ROGALAND,1160,VINDAFJORD,2,59.4592,5.852867,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/26955,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/26955,"R-V-0004, R-ST-0001, R-F-0030, R-F-0001",KOMMERSIELL,Matfisk
40037,SMEDHOLMEN,KLARERT,06/10/2019 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,40037 SMEDHOLMEN,ROGALAND,1146,TYSVÆR,2,59.344617,5.8946,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FINNØY FISK AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/40037,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/40037,"R-F-0003, R-V-0011, R-HM-0003, R-TV-0004, R-F-0001, R-HM-0002, R-HM-0008, R-ST-0001, R-F-0030, R-HM-0001, R-F-0005, R-V-0004, R-TV-0002",KOMMERSIELL,Matfisk
11689,KJERRINGNESET,KLARERT,26/07/2010 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,11689 KJERRINGNESET,VESTLAND,4635,GULEN,4,60.960217,5.107183,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FIRDA EIENDOM AS, FIRDA HAVBRUK AS, LANDØY HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/11689,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11689,"SF-H-0003, SF-A-0026, SF-G-0051, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-A-0006, SF-G-0022, SF-A-0032, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031","KOMMERSIELL, VISNING",Matfisk
12978,LYNGHOLMEN,KLARERT,11/03/2000 23:00,PERMANENT,4500,4500,TN,SJØ,Marine,12978 LYNGHOLMEN,VESTLAND,4635,GULEN,4,61.016933,5.007033,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FIRDA EIENDOM AS, FIRDA HAVBRUK AS, LANDØY HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/12978,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12978,"SF-H-0003, SF-A-0026, SF-G-0051, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-A-0006, SF-G-0022, SF-A-0032, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031","KOMMERSIELL, VISNING",Matfisk
32518,KUØYNA,KLARERT,13/02/2012 23:00,PERMANENT,3120,3120,TN,SJØ,Marine,32518 KUØYNA,VESTLAND,4635,GULEN,4,60.996417,4.897983,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FIRDA EIENDOM AS, FIRDA HAVBRUK AS, LANDØY HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/32518,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/32518,"SF-H-0003, SF-A-0026, SF-G-0051, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-A-0006, SF-G-0022, SF-A-0032, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031","KOMMERSIELL, VISNING",Matfisk
10311,STORLIA,KLARERT,22/04/2001 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,10311 STORLIA,VESTLAND,4637,HYLLESTAD,4,61.203133,5.193833,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA HAVBRUK AS,https://sikker.fiskeridir.no/aquareg/web/sites/10311,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10311,"SF-H-0003, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-G-0022, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031",KOMMERSIELL,Matfisk
11643,HATLEM Ø,KLARERT,22/04/2001 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,11643 HATLEM Ø,VESTLAND,4637,HYLLESTAD,4,61.200917,5.262117,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA HAVBRUK AS,https://sikker.fiskeridir.no/aquareg/web/sites/11643,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11643,"SF-H-0003, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-G-0022, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031",KOMMERSIELL,Matfisk
11700,STORENESET,KLARERT,11/04/2000 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,11700 STORENESET,VESTLAND,4635,GULEN,4,60.87635,5.028367,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA HAVBRUK AS,https://sikker.fiskeridir.no/aquareg/web/sites/11700,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11700,"SF-H-0003, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-G-0022, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031",KOMMERSIELL,Matfisk
11749,BÅRØY,KLARERT,15/06/1998 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,11749 BÅRØY,VESTLAND,4635,GULEN,4,60.945867,4.845383,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FIRDA HAVBRUK AS, LANDØY HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/11749,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11749,"SF-H-0003, SF-A-0026, SF-G-0002, SF-G-0006, SF-H-0001, SF-N-0001, SF-A-0006, SF-G-0022, SF-A-0032, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031",KOMMERSIELL,Matfisk
45210,SALTSKÅR S,KLARERT,15/02/2024 23:00,MIDLERTIDIG,3120,3120,TN,SJØ,Marine,45210 SALTSKÅR S,VESTLAND,4636,SOLUND,4,61.18445,4.8075,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FIRDA HAVBRUK AS, NEKST AS",https://sikker.fiskeridir.no/aquareg/web/sites/45210,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45210,"SF-H-0003, SF-G-0002, SF-G-0006, VL-A-0003, SF-H-0001, SF-N-0001, SF-G-0022, VL-A-0002, SF-G-0009, SF-G-0005, SF-G-0010, SF-G-0038, SF-G-0011, SF-A-0030, SF-A-0031","KOMMERSIELL, UTVIKLING",Matfisk
11737,SKORPA,KLARERT,11/04/2000 22:00,PERMANENT,150,150,TN,SJØ,Marine,11737 SKORPA,VESTLAND,4635,GULEN,4,60.94485,4.88455,Alger,"Blæretang, Butare, Fingertare, Grisetang, Havsalat, Stortare, Sukkertare (oppdrett), Søl",FIRDA SEAFOOD GROUP AS,https://sikker.fiskeridir.no/aquareg/web/sites/11737,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11737,VL-G-0003,KOMMERSIELL,Alger til konsum
45071,VATNØY,KLARERT,28/02/2021 23:00,PERMANENT,40,40,DA,SJØ,Marine,45071 VATNØY,VESTLAND,4635,GULEN,,60.9653,4.9075,Alger,"Blæretang, Butare, Fingertare, Grisetang, Havsalat, Stortare, Sukkertare (oppdrett), Søl",FIRDA SEAFOOD GROUP AS,https://sikker.fiskeridir.no/aquareg/web/sites/45071,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45071,VL-G-0004,KOMMERSIELL,Alger til konsum
45250,MJØMNA,KLARERT,28/04/2025 22:00,PERMANENT,6000,6000,TN,LAND,Freshwater,45250 MJØMNA,VESTLAND,4635,GULEN,,60.912883,4.9545,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA SEAFOOD GROUP AS,https://sikker.fiskeridir.no/aquareg/web/sites/45250,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45250,VL-G-0005,KOMMERSIELL,Settefisk
11579,ALVØEN,KLARERT,24/01/1994 23:00,PERMANENT,1100000,1100000,STK,LAND,Freshwater,11579 ALVØEN,VESTLAND,4601,BERGEN,,60.354762,5.189174,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA SETTEFISK ALVØEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/11579,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11579,H-BN-0006,KOMMERSIELL,Settefisk
12173,ARNAFJORD,KLARERT,20/10/1991 23:00,PERMANENT,0,0,STK,LAND,Freshwater,12173 ARNAFJORD,VESTLAND,4639,VIK,,61.0075,6.35,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA SETTEFISK ARNAFJORD AS,https://sikker.fiskeridir.no/aquareg/web/sites/12173,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12173,SF-VK-0001,KOMMERSIELL,Settefisk
13152,BOTNANE,KLARERT,03/01/1993 23:00,PERMANENT,1750000,1750000,STK,LAND,Freshwater,13152 BOTNANE,VESTLAND,4648,BREMANGER,,61.719499,5.010193,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA SETTEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/13152,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13152,SF-B-0013,KOMMERSIELL,Settefisk
13713,NORDDAL,KLARERT,22/10/2001 22:00,PERMANENT,2500000,2500000,STK,LAND,Freshwater,13713 NORDDAL,VESTLAND,4602,KINN,,61.642279,5.367815,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FIRDA SETTEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/13713,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13713,SF-F-0009,KOMMERSIELL,Settefisk
45279,VERHOLMEN,KLARERT,15/12/2025 23:00,PERMANENT,10742,10742,TN,LAND,Marine,45279 VERHOLMEN,NORDLAND,1837,MELØY,,66.816667,13.106117,"Matfisk laks, ørret, regnbueørret",Laks,FISH FARM INTERNATIONAL AS,https://sikker.fiskeridir.no/aquareg/web/sites/45279,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45279,N-ME-0084,KOMMERSIELL,Matfisk
45057,HATTESTEINEN II,KLARERT,26/11/2020 23:00,PERMANENT,4,4,TN,LAND,Marine,45057 HATTESTEINEN II,AGDER,4204,KRISTIANSAND,,58.08665,7.99145,"Bløtdyr, krepsdyr, pigghuder",Taskekrabbe,FISHCO HOLDING AS,https://sikker.fiskeridir.no/aquareg/web/sites/45057,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45057,AG-K-0001,KOMMERSIELL,Akvakulturdyr til konsum
10123,FISTER,KLARERT,28/10/1998 23:00,PERMANENT,0,0,STK,LAND,Freshwater,10123 FISTER,ROGALAND,1133,HJELMELAND,,59.177482,6.067085,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",FISTER SMOLT AS,https://sikker.fiskeridir.no/aquareg/web/sites/10123,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10123,R-HM-0004,KOMMERSIELL,Settefisk
10136,ONARØY,KLARERT,21/09/1993 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,10136 ONARØY,VESTLAND,4616,TYSNES,3,59.95335,5.669683,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/10136,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10136,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
12109,EBNE,KLARERT,01/10/1999 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,12109 EBNE,VESTLAND,4611,ETNE,3,59.714433,5.8238,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/12109,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12109,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
12127,MÆLEN,KLARERT,17/09/1996 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,12127 MÆLEN,VESTLAND,4617,KVINNHERAD,3,59.699983,5.723617,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/12127,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12127,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
12128,DYRNES,KLARERT,02/02/1998 23:00,PERMANENT,780,780,TN,SJØ,Marine,12128 DYRNES,VESTLAND,4617,KVINNHERAD,3,59.718133,5.723383,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/12128,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12128,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
12134,MARADALEN,KLARERT,17/09/1996 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,12134 MARADALEN,VESTLAND,4617,KVINNHERAD,3,59.762117,5.687317,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/12134,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12134,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
13339,KLUNGERVIKNESET,KLARERT,17/05/2001 22:00,PERMANENT,1040,1040,TN,SJØ,Marine,13339 KLUNGERVIKNESET,VESTLAND,4613,BØMLO,3,59.746867,5.3433,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/13339,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13339,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
17015,SEGLBERGET,KLARERT,30/11/2015 23:00,PERMANENT,3120,3120,TN,SJØ,Marine,17015 SEGLBERGET,VESTLAND,4617,KVINNHERAD,3,59.730433,5.788733,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/17015,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/17015,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
25895,FLORNES,KLARERT,08/02/2006 23:00,PERMANENT,3880,3880,TN,SJØ,Marine,25895 FLORNES,VESTLAND,4616,TYSNES,3,59.890983,5.665983,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/25895,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/25895,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
25896,SKORPO,KLARERT,08/02/2006 23:00,PERMANENT,3880,3880,TN,SJØ,Marine,25896 SKORPO,VESTLAND,4616,TYSNES,3,59.875767,5.638817,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/25896,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/25896,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
27095,IHLHOLMEN,KLARERT,11/10/2006 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,27095 IHLHOLMEN,ROGALAND,1160,VINDAFJORD,3,59.7215,5.586633,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/27095,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/27095,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
28396,LINDARHOLMEN,KLARERT,12/11/2007 23:00,PERMANENT,3100,3100,TN,SJØ,Marine,28396 LINDARHOLMEN,VESTLAND,4616,TYSNES,3,60.083867,5.63925,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/28396,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/28396,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
29936,YSTADNESET,KLARERT,20/01/2009 23:00,PERMANENT,3900,3900,TN,SJØ,Marine,29936 YSTADNESET,VESTLAND,4617,KVINNHERAD,3,59.9778,5.776417,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","FJELBERG FJORDBRUK  AS, NORDSJØ FJORDBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/29936,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/29936,"H-K-0035, H-T-0006, H-B-0006, H-T-0016, H-T-0003, H-K-0013, H-E-0001, H-B-0029, H-T-0020",KOMMERSIELL,Matfisk
